Acceleration [m/s^2],time [s],Y(f),Frequency [Hz]
-1.64E-04,679.68,,
-3.28E-04,679.69,,
1.11E-04,679.7,,
-1.35E-04,679.71,,
6.67E-04,679.72,,
1.35E-03,679.73,,
-1.96E-04,679.74,,
2.51E-04,679.75,,
-4.32E-04,679.76,,
-6.63E-04,679.77,,
3.16E-04,679.78,,
2.35E-04,679.79,,
2.79E-05,679.8,,
2.16E-04,679.81,,
5.30E-04,679.82,,
-1.36E-04,679.83,,
-9.23E-04,679.84,,
-2.90E-03,679.85,,
-1.35E-03,679.86,,
-8.46E-04,679.87,,
-1.36E-03,679.88,,
-1.36E-03,679.89,,
-1.44E-03,679.9,,
-4.07E-04,679.91,,
8.79E-05,679.92,,
8.79E-05,679.93,,
1.25E-03,679.94,,
1.92E-03,679.95,,
4.72E-04,679.96,,
1.74E-04,679.97,,
-1.32E-03,679.98,,
-2.19E-04,679.99,,
5.63E-04,680,,
6.21E-04,680.01,,
6.11E-04,680.02,,
7.44E-04,680.03,,
2.39E-04,680.04,,
-1.60E-03,680.05,,
-7.83E-04,680.06,,
5.42E-05,680.07,,
-6.96E-04,680.08,,
-4.25E-04,680.09,,
-3.31E-05,680.1,,
-4.10E-04,680.11,,
2.71E-04,680.12,,
-1.45E-03,680.13,,
-6.34E-04,680.14,,
3.13E-04,680.15,,
5.78E-04,680.16,,
-4.91E-04,680.17,,
1.10E-03,680.18,,
1.47E-03,680.19,,
-3.89E-04,680.2,,
-3.56E-04,680.21,,
-1.30E-03,680.22,,
-6.21E-04,680.23,,
3.70E-04,680.24,,
-9.70E-04,680.25,,
-7.71E-04,680.26,,
8.48E-04,680.27,,
4.37E-04,680.28,,
-4.52E-04,680.29,,
-9.08E-04,680.3,,
3.13E-04,680.31,,
3.27E-04,680.32,,
4.06E-04,680.33,,
-1.68E-04,680.34,,
-9.20E-04,680.35,,
-8.59E-04,680.36,,
-1.06E-03,680.37,,
4.83E-04,680.38,,
2.72E-04,680.39,,
-4.41E-04,680.4,,
-5.81E-04,680.41,,
-7.97E-04,680.42,,
-5.38E-04,680.43,,
8.43E-04,680.44,,
3.20E-04,680.45,,
1.42E-03,680.46,,
1.84E-03,680.47,,
1.35E-03,680.48,,
-6.08E-05,680.49,,
2.29E-04,680.5,,
1.57E-03,680.51,,
-4.51E-04,680.52,,
-6.57E-04,680.53,,
6.25E-04,680.54,,
-8.77E-04,680.55,,
-9.26E-04,680.56,,
-1.97E-05,680.57,,
7.79E-04,680.58,,
-3.88E-04,680.59,,
-1.49E-04,680.6,,
-7.16E-04,680.61,,
6.04E-04,680.62,,
-2.81E-04,680.63,,
-6.71E-06,680.64,,
3.74E-04,680.65,,
-4.01E-04,680.66,,
1.15E-03,680.67,,
-2.09E-03,680.68,,
-6.82E-04,680.69,,
-6.80E-04,680.7,,
-9.34E-04,680.71,,
3.54E-04,680.72,,
6.84E-04,680.73,,
9.22E-05,680.74,,
3.59E-04,680.75,,
5.55E-04,680.76,,
-1.19E-03,680.77,,
-1.05E-04,680.78,,
8.00E-04,680.79,,
1.27E-03,680.8,,
1.36E-03,680.81,,
-2.45E-04,680.82,,
-7.23E-04,680.83,,
8.91E-05,680.84,,
-3.80E-04,680.85,,
-5.53E-04,680.86,,
-6.74E-05,680.87,,
1.27E-04,680.88,,
-7.50E-04,680.89,,
5.87E-04,680.9,,
-9.34E-04,680.91,,
-5.57E-04,680.92,,
9.13E-04,680.93,,
1.20E-03,680.94,,
1.02E-05,680.95,,
-3.31E-04,680.96,,
9.85E-04,680.97,,
8.35E-04,680.98,,
-5.23E-04,680.99,,
-4.87E-04,681,,
1.21E-04,681.01,,
-9.08E-04,681.02,,
-2.79E-04,681.03,,
4.30E-04,681.04,,
1.59E-04,681.05,,
-3.29E-04,681.06,,
7.94E-04,681.07,,
5.17E-05,681.08,,
-1.77E-04,681.09,,
-1.52E-04,681.1,,
8.10E-04,681.11,,
2.41E-03,681.12,,
5.48E-04,681.13,,
-4.93E-04,681.14,,
2.79E-04,681.15,,
6.47E-04,681.16,,
3.10E-05,681.17,,
-3.24E-04,681.18,,
-4.84E-04,681.19,,
-5.66E-05,681.2,,
-7.10E-04,681.21,,
-6.30E-04,681.22,,
-4.37E-04,681.23,,
2.32E-04,681.24,,
2.22E-04,681.25,,
3.02E-05,681.26,,
4.34E-04,681.27,,
3.03E-04,681.28,,
-7.22E-04,681.29,,
4.49E-04,681.3,,
2.28E-04,681.31,,
-7.66E-04,681.32,,
-8.92E-04,681.33,,
-5.49E-04,681.34,,
9.82E-04,681.35,,
-1.64E-04,681.36,,
-1.25E-03,681.37,,
2.21E-04,681.38,,
-1.07E-04,681.39,,
-7.12E-05,681.4,,
1.95E-04,681.41,,
-6.79E-05,681.42,,
-3.20E-04,681.43,,
3.97E-04,681.44,,
3.60E-05,681.45,,
6.80E-04,681.46,,
5.03E-04,681.47,,
-9.93E-06,681.48,,
1.88E-03,681.49,,
8.18E-04,681.5,,
-5.23E-06,681.51,,
6.35E-04,681.52,,
-7.17E-04,681.53,,
-1.58E-03,681.54,,
-8.58E-04,681.55,,
2.40E-04,681.56,,
2.17E-04,681.57,,
6.11E-04,681.58,,
7.54E-04,681.59,,
4.85E-04,681.6,,
-7.46E-04,681.61,,
-1.46E-03,681.62,,
-6.69E-04,681.63,,
-7.08E-04,681.64,,
2.50E-04,681.65,,
-6.39E-04,681.66,,
4.35E-05,681.67,,
-6.95E-04,681.68,,
-7.79E-04,681.69,,
8.50E-04,681.7,,
1.33E-03,681.71,,
-5.41E-04,681.72,,
-3.38E-04,681.73,,
-2.24E-04,681.74,,
6.30E-05,681.75,,
8.11E-04,681.76,,
2.18E-04,681.77,,
-2.36E-04,681.78,,
1.82E-04,681.79,,
-3.68E-04,681.8,,
-1.99E-04,681.81,,
-4.06E-04,681.82,,
4.30E-04,681.83,,
5.82E-04,681.84,,
-3.37E-04,681.85,,
-3.02E-04,681.86,,
3.80E-04,681.87,,
-1.78E-04,681.88,,
-2.87E-04,681.89,,
1.09E-03,681.9,,
-2.18E-04,681.91,,
-1.37E-03,681.92,,
2.14E-04,681.93,,
8.36E-04,681.94,,
-1.67E-04,681.95,,
-2.58E-04,681.96,,
-5.72E-04,681.97,,
1.05E-03,681.98,,
-1.52E-04,681.99,,
-6.63E-04,682,,
-3.74E-04,682.01,,
-9.21E-05,682.02,,
-6.14E-04,682.03,,
-8.97E-05,682.04,,
-3.11E-05,682.05,,
-6.73E-04,682.06,,
6.35E-04,682.07,,
3.49E-04,682.08,,
-1.56E-04,682.09,,
9.99E-04,682.1,,
6.81E-04,682.11,,
-7.28E-04,682.12,,
1.71E-03,682.13,,
-1.20E-03,682.14,,
-5.70E-04,682.15,,
-1.29E-04,682.16,,
-3.32E-04,682.17,,
-9.77E-04,682.18,,
1.22E-03,682.19,,
4.27E-04,682.2,,
-3.50E-04,682.21,,
3.39E-04,682.22,,
2.51E-04,682.23,,
2.21E-04,682.24,,
-1.47E-03,682.25,,
-6.55E-04,682.26,,
-4.17E-06,682.27,,
6.99E-04,682.28,,
-3.02E-04,682.29,,
3.91E-04,682.3,,
4.70E-04,682.31,,
-1.15E-03,682.32,,
1.11E-04,682.33,,
1.12E-03,682.34,,
-1.30E-04,682.35,,
4.61E-04,682.36,,
-5.65E-04,682.37,,
6.09E-04,682.38,,
5.92E-05,682.39,,
-1.55E-03,682.4,,
-4.45E-04,682.41,,
9.18E-04,682.42,,
-1.87E-04,682.43,,
-1.64E-03,682.44,,
-1.80E-04,682.45,,
-8.20E-04,682.46,,
-8.72E-04,682.47,,
-1.23E-03,682.48,,
-1.07E-03,682.49,,
-9.61E-04,682.5,,
-6.13E-04,682.51,,
2.07E-04,682.52,,
-1.73E-04,682.53,,
1.23E-03,682.54,,
1.01E-03,682.55,,
2.34E-03,682.56,,
-5.58E-04,682.57,,
-1.60E-03,682.58,,
-7.08E-04,682.59,,
7.18E-04,682.6,,
-2.94E-04,682.61,,
3.85E-04,682.62,,
9.84E-04,682.63,,
-6.99E-04,682.64,,
3.71E-05,682.65,,
-2.68E-04,682.66,,
1.11E-04,682.67,,
4.23E-04,682.68,,
-1.28E-04,682.69,,
7.21E-04,682.7,,
1.35E-03,682.71,,
1.24E-03,682.72,,
1.46E-03,682.73,,
1.15E-03,682.74,,
2.65E-04,682.75,,
-2.02E-04,682.76,,
-7.47E-04,682.77,,
-5.50E-04,682.78,,
3.83E-04,682.79,,
5.07E-04,682.8,,
-1.11E-03,682.81,,
8.74E-06,682.82,,
7.13E-04,682.83,,
6.92E-05,682.84,,
1.89E-04,682.85,,
4.88E-04,682.86,,
7.95E-04,682.87,,
3.41E-04,682.88,,
-5.95E-04,682.89,,
-5.51E-04,682.9,,
1.65E-04,682.91,,
-1.39E-03,682.92,,
-9.02E-04,682.93,,
1.27E-04,682.94,,
-6.12E-04,682.95,,
3.71E-04,682.96,,
2.21E-04,682.97,,
1.51E-04,682.98,,
-3.96E-04,682.99,,
-9.79E-04,683,,
-2.89E-06,683.01,,
-2.35E-04,683.02,,
-4.26E-05,683.03,,
1.37E-03,683.04,,
3.71E-04,683.05,,
-7.77E-04,683.06,,
7.90E-04,683.07,,
6.93E-04,683.08,,
-6.59E-04,683.09,,
-3.81E-04,683.1,,
2.98E-04,683.11,,
1.94E-05,683.12,,
5.72E-04,683.13,,
8.68E-05,683.14,,
-9.08E-04,683.15,,
7.17E-04,683.16,,
-9.31E-05,683.17,,
-9.51E-04,683.18,,
-2.16E-04,683.19,,
-1.75E-03,683.2,,
-5.52E-04,683.21,,
9.23E-04,683.22,,
2.76E-04,683.23,,
7.49E-05,683.24,,
-2.16E-04,683.25,,
4.91E-04,683.26,,
-2.35E-04,683.27,,
1.43E-04,683.28,,
-1.24E-04,683.29,,
-1.30E-03,683.3,,
-6.51E-04,683.31,,
-2.66E-04,683.32,,
1.64E-03,683.33,,
7.11E-04,683.34,,
-8.65E-04,683.35,,
-1.03E-03,683.36,,
-7.23E-05,683.37,,
3.57E-04,683.38,,
7.43E-04,683.39,,
5.58E-04,683.4,,
-1.96E-03,683.41,,
-1.12E-03,683.42,,
9.05E-04,683.43,,
-1.13E-04,683.44,,
-2.07E-04,683.45,,
-9.06E-04,683.46,,
9.01E-04,683.47,,
4.86E-04,683.48,,
-1.05E-03,683.49,,
-2.21E-04,683.5,,
2.85E-04,683.51,,
3.35E-04,683.52,,
5.79E-05,683.53,,
2.20E-04,683.54,,
3.02E-04,683.55,,
-4.28E-04,683.56,,
-8.52E-04,683.57,,
-2.52E-04,683.58,,
3.14E-04,683.59,,
2.58E-04,683.6,,
9.95E-04,683.61,,
-3.92E-04,683.62,,
-8.77E-05,683.63,,
1.05E-03,683.64,,
-1.94E-05,683.65,,
-5.28E-04,683.66,,
-2.64E-04,683.67,,
2.76E-04,683.68,,
-1.17E-03,683.69,,
-6.46E-04,683.7,,
-3.66E-04,683.71,,
-5.29E-04,683.72,,
-7.59E-04,683.73,,
-9.30E-04,683.74,,
3.68E-04,683.75,,
6.31E-04,683.76,,
1.50E-03,683.77,,
1.51E-03,683.78,,
-3.23E-04,683.79,,
-6.15E-04,683.8,,
-1.51E-04,683.81,,
-1.79E-03,683.82,,
3.61E-04,683.83,,
-3.78E-04,683.84,,
-3.10E-04,683.85,,
-6.04E-04,683.86,,
-6.71E-05,683.87,,
5.88E-04,683.88,,
-4.64E-04,683.89,,
-8.15E-04,683.9,,
-9.92E-05,683.91,,
2.52E-04,683.92,,
4.49E-04,683.93,,
7.17E-04,683.94,,
6.03E-04,683.95,,
-7.69E-04,683.96,,
-1.49E-03,683.97,,
1.89E-03,683.98,,
3.79E-05,683.99,,
-7.71E-04,684,,
-1.14E-03,684.01,,
-1.38E-03,684.02,,
1.63E-04,684.03,,
-1.05E-05,684.04,,
8.95E-04,684.05,,
1.84E-04,684.06,,
-2.14E-04,684.07,,
-4.12E-04,684.08,,
7.64E-04,684.09,,
1.19E-03,684.1,,
-4.34E-04,684.11,,
-8.53E-05,684.12,,
-4.55E-04,684.13,,
1.77E-04,684.14,,
2.98E-05,684.15,,
-5.44E-04,684.16,,
-3.65E-05,684.17,,
-8.73E-04,684.18,,
2.15E-04,684.19,,
1.28E-03,684.2,,
-8.29E-05,684.21,,
-1.73E-03,684.22,,
2.87E-04,684.23,,
1.92E-03,684.24,,
1.74E-04,684.25,,
4.65E-04,684.26,,
1.51E-03,684.27,,
8.96E-04,684.28,,
-2.45E-04,684.29,,
-1.10E-03,684.3,,
-2.65E-04,684.31,,
3.32E-05,684.32,,
6.95E-04,684.33,,
-6.30E-04,684.34,,
5.94E-05,684.35,,
7.23E-04,684.36,,
-3.79E-04,684.37,,
-4.75E-04,684.38,,
9.28E-05,684.39,,
3.53E-04,684.4,,
-2.67E-04,684.41,,
-5.82E-04,684.42,,
-5.75E-05,684.43,,
1.29E-03,684.44,,
3.81E-04,684.45,,
-6.76E-04,684.46,,
-5.36E-04,684.47,,
-2.57E-04,684.48,,
-2.24E-04,684.49,,
-8.58E-04,684.5,,
5.39E-04,684.51,,
4.95E-04,684.52,,
-8.11E-04,684.53,,
-3.88E-04,684.54,,
9.44E-04,684.55,,
7.20E-04,684.56,,
5.42E-04,684.57,,
-4.79E-04,684.58,,
5.29E-04,684.59,,
1.44E-03,684.6,,
-6.14E-04,684.61,,
2.88E-04,684.62,,
1.83E-03,684.63,,
1.57E-03,684.64,,
-4.21E-04,684.65,,
3.99E-04,684.66,,
-6.27E-05,684.67,,
-1.28E-03,684.68,,
2.73E-04,684.69,,
-2.35E-04,684.7,,
5.76E-04,684.71,,
1.60E-03,684.72,,
-3.90E-04,684.73,,
-1.44E-03,684.74,,
-1.55E-04,684.75,,
-4.09E-04,684.76,,
7.56E-04,684.77,,
1.22E-03,684.78,,
-7.69E-04,684.79,,
3.49E-04,684.8,,
3.94E-04,684.81,,
-7.32E-04,684.82,,
1.83E-04,684.83,,
-7.40E-04,684.84,,
1.21E-04,684.85,,
-5.70E-04,684.86,,
3.97E-04,684.87,,
1.50E-03,684.88,,
9.77E-04,684.89,,
9.21E-04,684.9,,
2.81E-04,684.91,,
-3.63E-04,684.92,,
-2.46E-04,684.93,,
-6.37E-04,684.94,,
-7.97E-04,684.95,,
-8.86E-04,684.96,,
4.63E-04,684.97,,
1.53E-05,684.98,,
-1.20E-03,684.99,,
-2.89E-04,685,,
-6.23E-04,685.01,,
1.39E-03,685.02,,
2.93E-04,685.03,,
-4.72E-04,685.04,,
-4.50E-04,685.05,,
-2.40E-04,685.06,,
-5.10E-04,685.07,,
9.80E-04,685.08,,
1.71E-04,685.09,,
-1.09E-03,685.1,,
3.91E-04,685.11,,
-6.24E-04,685.12,,
-1.30E-03,685.13,,
8.48E-04,685.14,,
8.12E-04,685.15,,
8.64E-04,685.16,,
5.53E-04,685.17,,
2.36E-04,685.18,,
3.93E-04,685.19,,
-7.97E-05,685.2,,
8.14E-04,685.21,,
7.12E-04,685.22,,
-7.92E-05,685.23,,
-1.11E-03,685.24,,
-6.72E-04,685.25,,
-1.12E-03,685.26,,
1.60E-03,685.27,,
1.20E-03,685.28,,
3.89E-04,685.29,,
1.04E-03,685.3,,
1.94E-04,685.31,,
3.56E-05,685.32,,
-2.35E-04,685.33,,
-2.44E-04,685.34,,
-6.47E-04,685.35,,
1.12E-05,685.36,,
9.25E-04,685.37,,
-1.15E-03,685.38,,
1.93E-03,685.39,,
1.69E-03,685.4,,
3.56E-04,685.41,,
2.28E-06,685.42,,
-1.32E-03,685.43,,
5.27E-04,685.44,,
4.03E-04,685.45,,
-1.38E-04,685.46,,
1.58E-04,685.47,,
5.85E-04,685.48,,
5.64E-05,685.49,,
2.93E-04,685.5,,
-7.01E-04,685.51,,
-3.28E-05,685.52,,
7.11E-04,685.53,,
1.11E-03,685.54,,
5.90E-04,685.55,,
-1.05E-03,685.56,,
-5.68E-04,685.57,,
-2.12E-04,685.58,,
-6.90E-04,685.59,,
-1.62E-03,685.6,,
-6.92E-04,685.61,,
-7.80E-04,685.62,,
7.13E-04,685.63,,
7.17E-04,685.64,,
1.34E-04,685.65,,
1.86E-03,685.66,,
9.95E-04,685.67,,
-1.68E-04,685.68,,
-1.21E-04,685.69,,
-4.37E-04,685.7,,
1.48E-03,685.71,,
-2.27E-04,685.72,,
-5.78E-04,685.73,,
1.18E-06,685.74,,
-5.54E-04,685.75,,
1.49E-04,685.76,,
-7.36E-04,685.77,,
6.18E-04,685.78,,
9.83E-04,685.79,,
-1.33E-03,685.8,,
-1.91E-03,685.81,,
-6.92E-04,685.82,,
-2.90E-04,685.83,,
1.07E-03,685.84,,
1.39E-03,685.85,,
-3.85E-04,685.86,,
2.53E-04,685.87,,
-3.49E-05,685.88,,
-1.10E-03,685.89,,
-1.11E-03,685.9,,
1.63E-04,685.91,,
5.07E-04,685.92,,
1.08E-03,685.93,,
8.63E-04,685.94,,
1.60E-03,685.95,,
-1.72E-06,685.96,,
4.60E-04,685.97,,
-1.03E-04,685.98,,
-1.04E-03,685.99,,
8.82E-04,686,,
4.24E-04,686.01,,
1.05E-04,686.02,,
-1.28E-04,686.03,,
-2.96E-04,686.04,,
1.82E-04,686.05,,
2.99E-04,686.06,,
-5.17E-04,686.07,,
5.58E-04,686.08,,
7.08E-04,686.09,,
6.73E-06,686.1,,
4.15E-04,686.11,,
1.04E-03,686.12,,
6.13E-04,686.13,,
-1.02E-03,686.14,,
-1.25E-03,686.15,,
1.17E-03,686.16,,
4.25E-04,686.17,,
-5.75E-04,686.18,,
6.84E-04,686.19,,
4.96E-05,686.2,,
4.51E-04,686.21,,
1.78E-03,686.22,,
-4.62E-04,686.23,,
-1.94E-03,686.24,,
7.08E-04,686.25,,
-5.84E-04,686.26,,
1.92E-04,686.27,,
-4.46E-04,686.28,,
9.35E-05,686.29,,
3.13E-04,686.3,,
7.48E-04,686.31,,
5.59E-04,686.32,,
-6.82E-04,686.33,,
-4.42E-04,686.34,,
-2.06E-04,686.35,,
3.61E-04,686.36,,
1.53E-03,686.37,,
8.75E-04,686.38,,
-3.09E-04,686.39,,
9.47E-04,686.4,,
1.54E-03,686.41,,
-1.42E-04,686.42,,
-6.10E-04,686.43,,
8.92E-04,686.44,,
-1.42E-03,686.45,,
-9.53E-04,686.46,,
-1.90E-04,686.47,,
9.31E-04,686.48,,
9.46E-04,686.49,,
1.01E-03,686.5,,
1.64E-04,686.51,,
-6.22E-04,686.52,,
2.19E-04,686.53,,
-5.91E-04,686.54,,
-2.39E-04,686.55,,
9.27E-04,686.56,,
7.71E-04,686.57,,
-5.07E-04,686.58,,
1.34E-03,686.59,,
3.83E-04,686.6,,
-1.68E-03,686.61,,
-5.12E-04,686.62,,
-8.24E-05,686.63,,
-4.33E-04,686.64,,
1.45E-04,686.65,,
7.47E-04,686.66,,
3.01E-04,686.67,,
5.71E-04,686.68,,
7.00E-05,686.69,,
8.63E-04,686.7,,
-1.07E-04,686.71,,
2.47E-04,686.72,,
3.84E-04,686.73,,
-1.09E-03,686.74,,
1.42E-03,686.75,,
9.45E-04,686.76,,
3.11E-04,686.77,,
1.01E-04,686.78,,
1.37E-03,686.79,,
7.54E-04,686.8,,
-3.86E-04,686.81,,
6.00E-04,686.82,,
4.35E-04,686.83,,
-1.35E-03,686.84,,
1.46E-03,686.85,,
1.47E-03,686.86,,
-2.19E-04,686.87,,
-3.02E-04,686.88,,
-1.11E-03,686.89,,
1.46E-04,686.9,,
-1.20E-04,686.91,,
7.41E-04,686.92,,
-9.98E-04,686.93,,
-1.85E-03,686.94,,
-1.62E-03,686.95,,
-2.02E-04,686.96,,
-1.38E-03,686.97,,
-1.45E-03,686.98,,
-8.52E-04,686.99,,
5.23E-04,687,,
4.94E-04,687.01,,
-4.18E-04,687.02,,
6.50E-04,687.03,,
2.78E-04,687.04,,
1.31E-03,687.05,,
-8.39E-04,687.06,,
2.78E-04,687.07,,
2.30E-04,687.08,,
-1.64E-04,687.09,,
-1.56E-03,687.1,,
1.14E-05,687.11,,
1.03E-03,687.12,,
1.29E-03,687.13,,
1.17E-03,687.14,,
-1.08E-03,687.15,,
-6.18E-04,687.16,,
9.09E-04,687.17,,
6.95E-04,687.18,,
1.22E-03,687.19,,
9.93E-04,687.2,,
4.07E-04,687.21,,
-1.12E-03,687.22,,
-1.78E-03,687.23,,
3.34E-04,687.24,,
-2.37E-04,687.25,,
-9.09E-04,687.26,,
-1.56E-03,687.27,,
-4.46E-04,687.28,,
3.06E-04,687.29,,
4.22E-04,687.3,,
-3.68E-04,687.31,,
5.18E-04,687.32,,
-9.24E-04,687.33,,
-1.10E-03,687.34,,
1.66E-04,687.35,,
-5.13E-04,687.36,,
9.62E-04,687.37,,
8.17E-04,687.38,,
1.12E-03,687.39,,
2.11E-04,687.4,,
-6.66E-04,687.41,,
5.24E-04,687.42,,
3.54E-04,687.43,,
-4.61E-05,687.44,,
7.62E-04,687.45,,
1.61E-04,687.46,,
2.02E-04,687.47,,
-2.40E-04,687.48,,
-3.40E-04,687.49,,
-6.59E-04,687.5,,
-8.21E-04,687.51,,
-7.70E-04,687.52,,
-2.26E-04,687.53,,
-1.01E-03,687.54,,
-7.38E-04,687.55,,
5.57E-04,687.56,,
5.31E-04,687.57,,
-5.84E-05,687.58,,
-4.46E-04,687.59,,
1.15E-03,687.6,,
3.64E-04,687.61,,
-4.10E-05,687.62,,
1.45E-03,687.63,,
9.59E-04,687.64,,
-5.36E-04,687.65,,
-7.83E-04,687.66,,
1.04E-04,687.67,,
-4.94E-04,687.68,,
6.45E-05,687.69,,
1.96E-04,687.7,,
2.03E-04,687.71,,
-6.90E-04,687.72,,
-1.03E-03,687.73,,
-5.85E-04,687.74,,
2.27E-04,687.75,,
1.19E-03,687.76,,
-9.24E-04,687.77,,
-1.77E-03,687.78,,
-1.44E-03,687.79,,
3.75E-04,687.8,,
-6.47E-04,687.81,,
-8.01E-04,687.82,,
-7.55E-04,687.83,,
-2.14E-03,687.84,,
2.68E-04,687.85,,
2.27E-04,687.86,,
-6.13E-04,687.87,,
-6.32E-05,687.88,,
7.34E-04,687.89,,
1.09E-03,687.9,,
4.70E-04,687.91,,
1.00E-03,687.92,,
3.99E-04,687.93,,
-6.00E-04,687.94,,
-2.59E-04,687.95,,
2.71E-04,687.96,,
-1.14E-03,687.97,,
-1.12E-03,687.98,,
-9.06E-04,687.99,,
6.15E-04,688,,
-5.48E-04,688.01,,
-1.11E-03,688.02,,
8.22E-04,688.03,,
9.41E-05,688.04,,
1.04E-03,688.05,,
1.12E-03,688.06,,
-2.16E-03,688.07,,
-2.19E-03,688.08,,
2.11E-04,688.09,,
-3.89E-05,688.1,,
-8.89E-04,688.11,,
-8.58E-04,688.12,,
4.62E-04,688.13,,
8.27E-04,688.14,,
-2.06E-04,688.15,,
2.72E-05,688.16,,
3.82E-04,688.17,,
3.14E-04,688.18,,
-6.62E-05,688.19,,
-7.98E-04,688.2,,
-1.18E-03,688.21,,
-1.39E-03,688.22,,
5.03E-04,688.23,,
6.21E-05,688.24,,
-5.69E-04,688.25,,
-5.62E-04,688.26,,
3.01E-04,688.27,,
1.24E-03,688.28,,
8.21E-04,688.29,,
-7.79E-04,688.3,,
-4.72E-04,688.31,,
9.15E-05,688.32,,
-6.72E-04,688.33,,
6.84E-06,688.34,,
2.62E-04,688.35,,
-2.51E-04,688.36,,
1.07E-03,688.37,,
-6.32E-04,688.38,,
-2.01E-04,688.39,,
-1.33E-04,688.4,,
-6.33E-04,688.41,,
-2.66E-04,688.42,,
-9.36E-04,688.43,,
-1.03E-03,688.44,,
2.76E-05,688.45,,
4.34E-04,688.46,,
-5.09E-04,688.47,,
6.38E-04,688.48,,
6.70E-04,688.49,,
-1.16E-03,688.5,,
-5.54E-04,688.51,,
8.77E-04,688.52,,
-4.40E-04,688.53,,
1.80E-04,688.54,,
-8.62E-04,688.55,,
-5.94E-05,688.56,,
6.56E-04,688.57,,
-7.99E-04,688.58,,
-1.15E-03,688.59,,
4.87E-04,688.6,,
1.05E-03,688.61,,
-6.01E-04,688.62,,
-6.46E-04,688.63,,
8.39E-04,688.64,,
7.69E-04,688.65,,
-3.24E-04,688.66,,
-1.36E-03,688.67,,
-6.21E-04,688.68,,
-2.79E-05,688.69,,
-1.08E-04,688.7,,
-9.06E-04,688.71,,
-1.58E-04,688.72,,
8.47E-04,688.73,,
-1.24E-03,688.74,,
-4.32E-04,688.75,,
1.39E-03,688.76,,
4.79E-04,688.77,,
-1.12E-04,688.78,,
-1.32E-03,688.79,,
3.39E-04,688.8,,
1.96E-03,688.81,,
1.04E-03,688.82,,
3.85E-05,688.83,,
3.95E-04,688.84,,
-1.99E-04,688.85,,
-1.05E-04,688.86,,
3.49E-04,688.87,,
2.21E-04,688.88,,
2.48E-04,688.89,,
-2.69E-04,688.9,,
-9.42E-05,688.91,,
-3.49E-04,688.92,,
2.76E-04,688.93,,
8.66E-04,688.94,,
-3.41E-04,688.95,,
-9.87E-04,688.96,,
-3.81E-04,688.97,,
-1.90E-04,688.98,,
-1.80E-03,688.99,,
1.89E-04,689,,
1.95E-04,689.01,,
-1.04E-03,689.02,,
-7.40E-04,689.03,,
-5.05E-04,689.04,,
3.00E-04,689.05,,
-9.67E-04,689.06,,
-2.74E-03,689.07,,
-5.15E-06,689.08,,
1.60E-03,689.09,,
5.41E-04,689.1,,
2.07E-04,689.11,,
-3.05E-04,689.12,,
-6.07E-04,689.13,,
-8.78E-04,689.14,,
5.96E-04,689.15,,
-4.10E-05,689.16,,
-7.90E-04,689.17,,
1.09E-03,689.18,,
7.79E-04,689.19,,
-9.33E-04,689.2,,
1.95E-03,689.21,,
4.43E-04,689.22,,
-7.55E-04,689.23,,
7.35E-06,689.24,,
-4.26E-04,689.25,,
-7.94E-04,689.26,,
-8.92E-04,689.27,,
5.44E-04,689.28,,
3.79E-04,689.29,,
2.47E-04,689.3,,
1.11E-03,689.31,,
2.37E-04,689.32,,
6.83E-04,689.33,,
1.08E-03,689.34,,
1.06E-03,689.35,,
1.31E-03,689.36,,
-3.14E-04,689.37,,
-2.82E-04,689.38,,
6.91E-04,689.39,,
-9.01E-05,689.4,,
-1.13E-03,689.41,,
-1.00E-04,689.42,,
7.48E-04,689.43,,
5.79E-04,689.44,,
1.32E-03,689.45,,
-2.01E-04,689.46,,
-1.07E-03,689.47,,
-5.93E-04,689.48,,
7.66E-04,689.49,,
5.09E-04,689.5,,
-2.17E-04,689.51,,
-1.19E-03,689.52,,
-9.96E-04,689.53,,
4.99E-04,689.54,,
3.11E-04,689.55,,
-7.07E-05,689.56,,
-1.59E-03,689.57,,
-5.98E-04,689.58,,
3.88E-05,689.59,,
-2.51E-03,689.6,,
-2.33E-03,689.61,,
2.95E-04,689.62,,
2.94E-04,689.63,,
-1.14E-04,689.64,,
7.91E-04,689.65,,
3.32E-05,689.66,,
3.78E-04,689.67,,
3.21E-04,689.68,,
3.88E-04,689.69,,
-1.57E-05,689.7,,
3.34E-05,689.71,,
4.97E-04,689.72,,
6.40E-05,689.73,,
-3.39E-04,689.74,,
-1.48E-03,689.75,,
6.18E-04,689.76,,
4.42E-04,689.77,,
1.37E-04,689.78,,
-1.28E-04,689.79,,
-1.05E-03,689.8,,
2.96E-04,689.81,,
-1.34E-03,689.82,,
1.39E-04,689.83,,
1.45E-03,689.84,,
-3.75E-04,689.85,,
3.70E-04,689.86,,
9.44E-04,689.87,,
6.21E-04,689.88,,
1.08E-03,689.89,,
-1.15E-03,689.9,,
-1.41E-03,689.91,,
-2.28E-05,689.92,,
4.90E-04,689.93,,
-6.99E-04,689.94,,
5.28E-04,689.95,,
7.19E-04,689.96,,
7.15E-04,689.97,,
-2.01E-04,689.98,,
2.93E-04,689.99,,
4.22E-04,690,,
-5.24E-04,690.01,,
1.51E-04,690.02,,
7.27E-04,690.03,,
