Acceleration [m/s^2],time [s],Y(f),Frequency [Hz]
-4.92E-04,1261.78,,
-5.09E-05,1261.79,,
6.93E-04,1261.8,,
7.01E-04,1261.81,,
1.67E-03,1261.82,,
1.23E-03,1261.83,,
8.46E-04,1261.84,,
1.20E-03,1261.85,,
4.87E-04,1261.86,,
8.84E-04,1261.87,,
1.29E-03,1261.88,,
1.74E-03,1261.89,,
1.16E-03,1261.9,,
7.40E-04,1261.91,,
1.02E-03,1261.92,,
-9.01E-05,1261.93,,
-5.84E-04,1261.94,,
-7.64E-04,1261.95,,
4.36E-04,1261.96,,
-5.09E-04,1261.97,,
-2.13E-03,1261.98,,
-1.34E-03,1261.99,,
-1.19E-03,1262,,
-1.33E-03,1262.01,,
2.48E-05,1262.02,,
2.93E-04,1262.03,,
8.47E-04,1262.04,,
6.02E-04,1262.05,,
-4.78E-04,1262.06,,
1.41E-03,1262.07,,
1.82E-03,1262.08,,
3.27E-04,1262.09,,
5.85E-04,1262.1,,
1.55E-03,1262.11,,
1.85E-03,1262.12,,
1.20E-03,1262.13,,
8.24E-04,1262.14,,
-4.22E-04,1262.15,,
-3.98E-04,1262.16,,
2.15E-04,1262.17,,
-5.42E-04,1262.18,,
-7.67E-04,1262.19,,
-1.08E-03,1262.2,,
-1.43E-03,1262.21,,
-2.47E-03,1262.22,,
-2.16E-03,1262.23,,
-2.68E-03,1262.24,,
-1.32E-03,1262.25,,
-1.61E-03,1262.26,,
-2.30E-03,1262.27,,
-1.99E-03,1262.28,,
-5.08E-05,1262.29,,
6.04E-04,1262.3,,
-4.30E-04,1262.31,,
1.02E-03,1262.32,,
1.63E-03,1262.33,,
1.47E-03,1262.34,,
2.82E-03,1262.35,,
1.79E-03,1262.36,,
7.88E-04,1262.37,,
9.39E-04,1262.38,,
7.82E-04,1262.39,,
2.22E-03,1262.4,,
-1.06E-04,1262.41,,
-1.10E-03,1262.42,,
-1.56E-03,1262.43,,
-1.64E-03,1262.44,,
7.30E-04,1262.45,,
-2.17E-03,1262.46,,
-2.93E-03,1262.47,,
-9.26E-04,1262.48,,
-1.91E-03,1262.49,,
-5.04E-04,1262.5,,
5.82E-04,1262.51,,
-7.14E-04,1262.52,,
-3.52E-04,1262.53,,
4.72E-04,1262.54,,
6.25E-04,1262.55,,
2.14E-03,1262.56,,
2.35E-03,1262.57,,
6.27E-04,1262.58,,
9.58E-05,1262.59,,
8.11E-04,1262.6,,
8.91E-04,1262.61,,
2.15E-03,1262.62,,
1.66E-03,1262.63,,
7.33E-04,1262.64,,
-4.47E-04,1262.65,,
5.23E-04,1262.66,,
-8.74E-04,1262.67,,
-4.73E-04,1262.68,,
-5.69E-04,1262.69,,
-1.60E-03,1262.7,,
-1.69E-03,1262.71,,
-2.37E-03,1262.72,,
-1.54E-03,1262.73,,
-2.39E-03,1262.74,,
-1.71E-03,1262.75,,
-1.38E-03,1262.76,,
-9.29E-04,1262.77,,
-2.13E-04,1262.78,,
-1.23E-04,1262.79,,
-5.90E-04,1262.8,,
5.59E-04,1262.81,,
1.70E-03,1262.82,,
1.29E-03,1262.83,,
7.69E-04,1262.84,,
1.54E-03,1262.85,,
3.01E-03,1262.86,,
2.02E-03,1262.87,,
1.66E-03,1262.88,,
2.52E-03,1262.89,,
-7.96E-04,1262.9,,
-1.29E-03,1262.91,,
7.88E-04,1262.92,,
8.67E-04,1262.93,,
3.92E-04,1262.94,,
-1.34E-03,1262.95,,
-1.66E-03,1262.96,,
-2.34E-03,1262.97,,
-9.48E-04,1262.98,,
-6.80E-04,1262.99,,
-1.23E-03,1263,,
-1.18E-03,1263.01,,
-1.01E-03,1263.02,,
-1.91E-03,1263.03,,
-1.98E-04,1263.04,,
1.30E-03,1263.05,,
7.88E-04,1263.06,,
1.68E-03,1263.07,,
5.77E-04,1263.08,,
1.52E-03,1263.09,,
4.06E-04,1263.1,,
1.54E-04,1263.11,,
1.33E-03,1263.12,,
1.19E-03,1263.13,,
1.05E-03,1263.14,,
1.94E-03,1263.15,,
1.10E-03,1263.16,,
-4.66E-04,1263.17,,
-4.89E-04,1263.18,,
-1.11E-03,1263.19,,
-2.11E-05,1263.2,,
-1.09E-03,1263.21,,
-4.92E-04,1263.22,,
-9.26E-04,1263.23,,
-2.31E-03,1263.24,,
-2.56E-03,1263.25,,
-1.30E-03,1263.26,,
8.76E-05,1263.27,,
1.05E-03,1263.28,,
2.39E-04,1263.29,,
5.79E-04,1263.3,,
1.46E-03,1263.31,,
6.90E-04,1263.32,,
3.71E-04,1263.33,,
1.07E-03,1263.34,,
1.23E-03,1263.35,,
1.76E-03,1263.36,,
1.46E-03,1263.37,,
6.42E-04,1263.38,,
1.05E-03,1263.39,,
-3.35E-04,1263.4,,
-7.50E-05,1263.41,,
1.79E-04,1263.42,,
-1.04E-03,1263.43,,
1.39E-03,1263.44,,
-5.14E-05,1263.45,,
-1.84E-03,1263.46,,
-1.42E-03,1263.47,,
-1.47E-03,1263.48,,
-1.57E-03,1263.49,,
-1.19E-03,1263.5,,
-2.22E-03,1263.51,,
-1.56E-03,1263.52,,
-1.02E-04,1263.53,,
-6.02E-04,1263.54,,
-1.11E-03,1263.55,,
-1.86E-04,1263.56,,
3.13E-04,1263.57,,
4.18E-04,1263.58,,
9.84E-04,1263.59,,
2.40E-03,1263.6,,
2.04E-03,1263.61,,
8.86E-04,1263.62,,
-1.10E-03,1263.63,,
3.31E-04,1263.64,,
7.89E-04,1263.65,,
1.99E-03,1263.66,,
-1.53E-04,1263.67,,
-3.11E-04,1263.68,,
-2.00E-03,1263.69,,
-2.67E-03,1263.7,,
-2.38E-04,1263.71,,
-1.18E-03,1263.72,,
6.90E-04,1263.73,,
-2.68E-04,1263.74,,
-1.60E-03,1263.75,,
-7.96E-04,1263.76,,
-3.46E-04,1263.77,,
-1.46E-03,1263.78,,
-1.19E-04,1263.79,,
7.98E-04,1263.8,,
6.88E-04,1263.81,,
-1.76E-04,1263.82,,
2.31E-04,1263.83,,
1.85E-03,1263.84,,
1.39E-03,1263.85,,
-1.42E-04,1263.86,,
4.96E-05,1263.87,,
1.54E-03,1263.88,,
1.94E-03,1263.89,,
8.23E-04,1263.9,,
7.67E-05,1263.91,,
-5.87E-04,1263.92,,
-1.44E-03,1263.93,,
-1.33E-03,1263.94,,
1.84E-04,1263.95,,
-8.28E-04,1263.96,,
-5.78E-05,1263.97,,
-3.84E-04,1263.98,,
-1.84E-03,1263.99,,
1.92E-04,1264,,
3.17E-04,1264.01,,
9.73E-05,1264.02,,
-1.47E-03,1264.03,,
-5.60E-04,1264.04,,
1.46E-03,1264.05,,
1.62E-04,1264.06,,
-2.44E-04,1264.07,,
1.21E-03,1264.08,,
9.02E-04,1264.09,,
2.27E-03,1264.1,,
4.64E-04,1264.11,,
5.14E-04,1264.12,,
1.83E-03,1264.13,,
1.00E-03,1264.14,,
-2.97E-04,1264.15,,
9.28E-04,1264.16,,
-1.04E-04,1264.17,,
-5.43E-05,1264.18,,
-1.82E-04,1264.19,,
-1.75E-04,1264.2,,
-3.53E-04,1264.21,,
-1.21E-03,1264.22,,
-1.96E-04,1264.23,,
-2.20E-04,1264.24,,
-2.35E-04,1264.25,,
5.54E-04,1264.26,,
1.20E-04,1264.27,,
-1.68E-03,1264.28,,
-6.72E-04,1264.29,,
1.48E-04,1264.3,,
4.35E-04,1264.31,,
2.24E-04,1264.32,,
2.53E-04,1264.33,,
6.73E-04,1264.34,,
7.18E-04,1264.35,,
8.07E-04,1264.36,,
-5.17E-04,1264.37,,
-9.55E-05,1264.38,,
5.13E-04,1264.39,,
1.63E-03,1264.4,,
4.56E-04,1264.41,,
6.61E-06,1264.42,,
3.64E-04,1264.43,,
1.36E-04,1264.44,,
-2.01E-05,1264.45,,
-1.70E-04,1264.46,,
-4.58E-04,1264.47,,
-1.45E-03,1264.48,,
-1.57E-03,1264.49,,
-6.53E-04,1264.5,,
3.13E-04,1264.51,,
-2.28E-04,1264.52,,
8.22E-05,1264.53,,
-9.36E-04,1264.54,,
2.41E-05,1264.55,,
6.32E-04,1264.56,,
-9.85E-04,1264.57,,
2.12E-04,1264.58,,
-2.62E-04,1264.59,,
1.74E-03,1264.6,,
5.79E-04,1264.61,,
3.69E-04,1264.62,,
6.22E-04,1264.63,,
1.46E-03,1264.64,,
8.17E-04,1264.65,,
1.18E-04,1264.66,,
1.45E-04,1264.67,,
8.16E-05,1264.68,,
1.42E-03,1264.69,,
-5.55E-04,1264.7,,
4.16E-04,1264.71,,
-7.24E-04,1264.72,,
-4.80E-04,1264.73,,
-4.57E-04,1264.74,,
-8.09E-04,1264.75,,
4.25E-04,1264.76,,
-3.19E-05,1264.77,,
-9.59E-05,1264.78,,
2.37E-04,1264.79,,
-4.85E-04,1264.8,,
6.51E-04,1264.81,,
4.82E-04,1264.82,,
4.28E-04,1264.83,,
4.70E-04,1264.84,,
4.32E-04,1264.85,,
7.16E-04,1264.86,,
-3.69E-04,1264.87,,
1.12E-03,1264.88,,
1.08E-03,1264.89,,
7.64E-05,1264.9,,
2.22E-04,1264.91,,
8.81E-04,1264.92,,
-8.90E-05,1264.93,,
-1.33E-04,1264.94,,
6.71E-04,1264.95,,
-2.16E-04,1264.96,,
-3.18E-04,1264.97,,
-1.58E-03,1264.98,,
-7.31E-04,1264.99,,
1.94E-04,1265,,
2.97E-04,1265.01,,
-5.68E-04,1265.02,,
-1.36E-03,1265.03,,
1.01E-03,1265.04,,
-2.13E-04,1265.05,,
1.77E-04,1265.06,,
2.05E-03,1265.07,,
1.16E-03,1265.08,,
-6.16E-05,1265.09,,
5.98E-04,1265.1,,
4.78E-04,1265.11,,
4.40E-04,1265.12,,
3.44E-04,1265.13,,
9.36E-04,1265.14,,
1.53E-03,1265.15,,
4.32E-04,1265.16,,
-2.64E-04,1265.17,,
-2.48E-04,1265.18,,
-1.59E-03,1265.19,,
-4.66E-04,1265.2,,
-6.07E-04,1265.21,,
-9.13E-04,1265.22,,
8.08E-04,1265.23,,
-9.27E-05,1265.24,,
5.22E-04,1265.25,,
3.74E-04,1265.26,,
5.45E-04,1265.27,,
-2.45E-04,1265.28,,
7.69E-05,1265.29,,
-7.91E-05,1265.3,,
4.81E-04,1265.31,,
4.24E-04,1265.32,,
3.31E-05,1265.33,,
-4.09E-04,1265.34,,
-7.61E-04,1265.35,,
-7.40E-04,1265.36,,
5.72E-04,1265.37,,
1.05E-03,1265.38,,
1.15E-03,1265.39,,
1.18E-03,1265.4,,
1.39E-03,1265.41,,
5.16E-04,1265.42,,
-2.53E-04,1265.43,,
-4.49E-04,1265.44,,
4.71E-04,1265.45,,
-4.91E-04,1265.46,,
5.23E-04,1265.47,,
3.73E-04,1265.48,,
-1.55E-03,1265.49,,
-1.52E-03,1265.5,,
-1.20E-03,1265.51,,
-1.08E-03,1265.52,,
-6.33E-04,1265.53,,
-2.97E-05,1265.54,,
-6.07E-04,1265.55,,
-9.94E-04,1265.56,,
6.28E-04,1265.57,,
8.98E-04,1265.58,,
1.37E-03,1265.59,,
-3.67E-04,1265.6,,
8.06E-05,1265.61,,
2.79E-04,1265.62,,
-7.66E-04,1265.63,,
-2.76E-04,1265.64,,
-2.59E-04,1265.65,,
1.62E-03,1265.66,,
-4.49E-04,1265.67,,
1.12E-03,1265.68,,
2.28E-04,1265.69,,
-1.59E-03,1265.7,,
-8.08E-05,1265.71,,
-1.78E-04,1265.72,,
5.73E-04,1265.73,,
2.48E-04,1265.74,,
-3.68E-04,1265.75,,
-5.17E-04,1265.76,,
-1.50E-04,1265.77,,
9.59E-04,1265.78,,
-1.19E-03,1265.79,,
-6.49E-04,1265.8,,
7.00E-04,1265.81,,
-1.93E-04,1265.82,,
-4.67E-04,1265.83,,
-1.06E-03,1265.84,,
3.83E-04,1265.85,,
1.94E-03,1265.86,,
1.35E-03,1265.87,,
-7.34E-04,1265.88,,
-2.52E-04,1265.89,,
2.70E-04,1265.9,,
1.44E-03,1265.91,,
4.31E-05,1265.92,,
-4.23E-04,1265.93,,
1.04E-04,1265.94,,
4.59E-05,1265.95,,
-7.00E-04,1265.96,,
-2.33E-04,1265.97,,
-6.12E-04,1265.98,,
-4.31E-04,1265.99,,
-3.39E-04,1266,,
1.42E-04,1266.01,,
-3.06E-04,1266.02,,
-1.23E-03,1266.03,,
-3.81E-04,1266.04,,
1.14E-04,1266.05,,
-2.14E-04,1266.06,,
-2.30E-03,1266.07,,
-2.01E-03,1266.08,,
-5.21E-04,1266.09,,
2.24E-06,1266.1,,
-1.73E-03,1266.11,,
-4.55E-04,1266.12,,
7.16E-04,1266.13,,
6.89E-05,1266.14,,
6.26E-05,1266.15,,
1.40E-03,1266.16,,
2.96E-04,1266.17,,
7.09E-04,1266.18,,
-2.20E-04,1266.19,,
-1.01E-03,1266.2,,
-7.55E-05,1266.21,,
9.62E-04,1266.22,,
-7.86E-04,1266.23,,
-1.37E-03,1266.24,,
1.16E-04,1266.25,,
-1.36E-03,1266.26,,
-2.07E-03,1266.27,,
-5.82E-04,1266.28,,
1.03E-03,1266.29,,
1.95E-04,1266.3,,
-1.95E-03,1266.31,,
-7.52E-04,1266.32,,
5.77E-04,1266.33,,
1.27E-04,1266.34,,
-1.18E-04,1266.35,,
7.09E-04,1266.36,,
-7.25E-04,1266.37,,
-2.55E-04,1266.38,,
2.58E-04,1266.39,,
6.76E-04,1266.4,,
1.18E-03,1266.41,,
7.94E-04,1266.42,,
6.00E-04,1266.43,,
-1.90E-04,1266.44,,
-2.52E-04,1266.45,,
7.36E-04,1266.46,,
-6.62E-04,1266.47,,
1.89E-04,1266.48,,
-1.12E-03,1266.49,,
-6.50E-04,1266.5,,
1.40E-03,1266.51,,
-6.74E-04,1266.52,,
-3.91E-04,1266.53,,
-1.26E-03,1266.54,,
-1.15E-03,1266.55,,
2.36E-04,1266.56,,
-1.02E-03,1266.57,,
-1.65E-03,1266.58,,
-6.35E-04,1266.59,,
-6.07E-04,1266.6,,
8.58E-05,1266.61,,
-6.11E-04,1266.62,,
1.05E-03,1266.63,,
1.49E-03,1266.64,,
9.67E-04,1266.65,,
1.08E-03,1266.66,,
-2.77E-04,1266.67,,
-1.46E-04,1266.68,,
5.81E-04,1266.69,,
6.70E-04,1266.7,,
-3.87E-04,1266.71,,
6.68E-04,1266.72,,
6.09E-04,1266.73,,
2.66E-05,1266.74,,
7.29E-04,1266.75,,
-3.45E-04,1266.76,,
-8.23E-04,1266.77,,
-1.25E-03,1266.78,,
-1.59E-03,1266.79,,
-1.48E-03,1266.8,,
-1.17E-03,1266.81,,
-1.01E-03,1266.82,,
-1.16E-03,1266.83,,
4.25E-05,1266.84,,
2.08E-04,1266.85,,
9.72E-04,1266.86,,
1.33E-03,1266.87,,
8.45E-04,1266.88,,
2.98E-05,1266.89,,
-1.43E-04,1266.9,,
1.86E-03,1266.91,,
5.47E-04,1266.92,,
1.27E-03,1266.93,,
1.66E-03,1266.94,,
1.59E-03,1266.95,,
4.88E-04,1266.96,,
-3.26E-04,1266.97,,
1.74E-04,1266.98,,
7.35E-04,1266.99,,
7.10E-05,1267,,
1.31E-03,1267.01,,
4.09E-04,1267.02,,
3.86E-04,1267.03,,
1.02E-04,1267.04,,
5.71E-04,1267.05,,
4.80E-04,1267.06,,
-4.91E-04,1267.07,,
-9.12E-04,1267.08,,
2.60E-04,1267.09,,
4.53E-04,1267.1,,
-1.40E-03,1267.11,,
-2.59E-04,1267.12,,
7.38E-04,1267.13,,
2.10E-04,1267.14,,
-1.21E-03,1267.15,,
-2.03E-04,1267.16,,
2.06E-04,1267.17,,
-4.60E-04,1267.18,,
4.23E-04,1267.19,,
-1.39E-03,1267.2,,
-6.59E-04,1267.21,,
-4.76E-04,1267.22,,
-3.43E-04,1267.23,,
-6.69E-05,1267.24,,
3.20E-04,1267.25,,
3.20E-04,1267.26,,
-1.52E-04,1267.27,,
4.69E-04,1267.28,,
6.73E-04,1267.29,,
-7.45E-04,1267.3,,
-4.01E-04,1267.31,,
3.94E-05,1267.32,,
-8.85E-04,1267.33,,
-1.92E-04,1267.34,,
4.94E-04,1267.35,,
-3.79E-04,1267.36,,
1.81E-04,1267.37,,
-7.19E-04,1267.38,,
-3.37E-05,1267.39,,
3.88E-04,1267.4,,
-1.40E-04,1267.41,,
7.74E-04,1267.42,,
1.04E-03,1267.43,,
-3.62E-04,1267.44,,
1.07E-03,1267.45,,
1.75E-03,1267.46,,
-1.60E-03,1267.47,,
5.56E-04,1267.48,,
3.36E-04,1267.49,,
7.52E-04,1267.5,,
1.02E-03,1267.51,,
9.46E-05,1267.52,,
1.13E-04,1267.53,,
8.90E-04,1267.54,,
-4.01E-04,1267.55,,
2.88E-04,1267.56,,
4.17E-04,1267.57,,
-7.12E-04,1267.58,,
-1.28E-03,1267.59,,
6.19E-05,1267.6,,
1.39E-04,1267.61,,
-8.00E-04,1267.62,,
-8.38E-04,1267.63,,
-1.06E-03,1267.64,,
-2.74E-04,1267.65,,
-2.40E-04,1267.66,,
4.13E-04,1267.67,,
3.90E-04,1267.68,,
-1.07E-03,1267.69,,
8.92E-04,1267.7,,
1.16E-04,1267.71,,
6.69E-04,1267.72,,
-9.39E-04,1267.73,,
-7.14E-04,1267.74,,
-3.13E-04,1267.75,,
-6.69E-04,1267.76,,
-1.74E-04,1267.77,,
1.00E-03,1267.78,,
6.00E-04,1267.79,,
-7.13E-05,1267.8,,
2.89E-04,1267.81,,
7.60E-04,1267.82,,
7.45E-04,1267.83,,
-8.17E-04,1267.84,,
8.53E-05,1267.85,,
3.77E-04,1267.86,,
-6.63E-04,1267.87,,
2.19E-04,1267.88,,
1.43E-04,1267.89,,
8.08E-04,1267.9,,
-6.38E-05,1267.91,,
-1.04E-03,1267.92,,
-3.16E-04,1267.93,,
2.69E-04,1267.94,,
-3.47E-04,1267.95,,
3.73E-04,1267.96,,
1.34E-03,1267.97,,
2.05E-03,1267.98,,
2.05E-05,1267.99,,
3.17E-04,1268,,
7.87E-04,1268.01,,
1.19E-03,1268.02,,
6.85E-04,1268.03,,
2.59E-04,1268.04,,
-1.08E-04,1268.05,,
7.32E-04,1268.06,,
-5.06E-04,1268.07,,
-6.78E-04,1268.08,,
-1.10E-03,1268.09,,
-8.71E-04,1268.1,,
9.61E-04,1268.11,,
6.93E-04,1268.12,,
-5.05E-04,1268.13,,
-1.02E-04,1268.14,,
5.89E-05,1268.15,,
1.42E-04,1268.16,,
1.10E-03,1268.17,,
4.09E-04,1268.18,,
6.70E-04,1268.19,,
1.32E-03,1268.2,,
4.27E-04,1268.21,,
6.64E-04,1268.22,,
-4.27E-04,1268.23,,
5.54E-04,1268.24,,
4.60E-06,1268.25,,
7.70E-04,1268.26,,
-4.37E-04,1268.27,,
8.70E-05,1268.28,,
5.13E-04,1268.29,,
-4.80E-04,1268.3,,
-1.82E-04,1268.31,,
-1.04E-03,1268.32,,
-9.39E-04,1268.33,,
-6.78E-04,1268.34,,
-1.30E-03,1268.35,,
-5.19E-04,1268.36,,
-2.59E-04,1268.37,,
5.19E-04,1268.38,,
1.44E-03,1268.39,,
1.53E-03,1268.4,,
6.37E-04,1268.41,,
2.28E-04,1268.42,,
3.06E-06,1268.43,,
-3.94E-04,1268.44,,
1.03E-03,1268.45,,
-1.37E-03,1268.46,,
-2.88E-04,1268.47,,
6.46E-04,1268.48,,
1.37E-03,1268.49,,
2.04E-03,1268.5,,
2.11E-04,1268.51,,
-9.21E-04,1268.52,,
1.13E-04,1268.53,,
-1.01E-03,1268.54,,
-6.48E-04,1268.55,,
7.66E-04,1268.56,,
2.56E-04,1268.57,,
1.08E-03,1268.58,,
-2.60E-04,1268.59,,
-1.52E-03,1268.6,,
-1.12E-03,1268.61,,
-1.32E-06,1268.62,,
-2.32E-04,1268.63,,
-1.38E-03,1268.64,,
-4.19E-04,1268.65,,
-6.88E-04,1268.66,,
-7.19E-04,1268.67,,
3.92E-04,1268.68,,
7.49E-04,1268.69,,
-4.89E-04,1268.7,,
2.12E-04,1268.71,,
1.52E-04,1268.72,,
4.70E-04,1268.73,,
1.51E-03,1268.74,,
-4.75E-04,1268.75,,
1.20E-06,1268.76,,
-5.33E-04,1268.77,,
-2.77E-05,1268.78,,
1.26E-03,1268.79,,
8.97E-04,1268.8,,
6.48E-04,1268.81,,
-1.53E-04,1268.82,,
4.05E-04,1268.83,,
2.45E-04,1268.84,,
-1.89E-03,1268.85,,
3.56E-04,1268.86,,
8.10E-04,1268.87,,
2.35E-04,1268.88,,
2.06E-05,1268.89,,
6.25E-04,1268.9,,
-5.80E-06,1268.91,,
-3.60E-04,1268.92,,
-3.75E-04,1268.93,,
1.54E-04,1268.94,,
2.60E-04,1268.95,,
3.05E-04,1268.96,,
1.86E-04,1268.97,,
6.93E-04,1268.98,,
5.07E-04,1268.99,,
1.16E-04,1269,,
1.61E-04,1269.01,,
-7.67E-04,1269.02,,
5.52E-04,1269.03,,
5.50E-04,1269.04,,
1.02E-03,1269.05,,
1.50E-03,1269.06,,
-1.53E-04,1269.07,,
-2.55E-03,1269.08,,
-1.54E-04,1269.09,,
1.08E-03,1269.1,,
-3.64E-04,1269.11,,
-3.58E-04,1269.12,,
-4.46E-04,1269.13,,
-3.91E-04,1269.14,,
-1.47E-04,1269.15,,
7.56E-05,1269.16,,
1.88E-04,1269.17,,
8.07E-04,1269.18,,
1.22E-03,1269.19,,
9.35E-04,1269.2,,
-1.62E-04,1269.21,,
1.39E-04,1269.22,,
-2.96E-04,1269.23,,
-1.27E-03,1269.24,,
-9.04E-04,1269.25,,
-4.61E-04,1269.26,,
-8.97E-04,1269.27,,
2.84E-04,1269.28,,
8.45E-04,1269.29,,
-3.88E-04,1269.3,,
-9.08E-04,1269.31,,
-4.51E-04,1269.32,,
-9.62E-05,1269.33,,
4.38E-04,1269.34,,
6.18E-04,1269.35,,
-1.07E-03,1269.36,,
-1.59E-03,1269.37,,
-2.86E-04,1269.38,,
4.25E-04,1269.39,,
-1.12E-03,1269.4,,
-9.98E-04,1269.41,,
5.88E-05,1269.42,,
4.63E-04,1269.43,,
-6.02E-04,1269.44,,
-8.38E-05,1269.45,,
-2.61E-04,1269.46,,
3.24E-04,1269.47,,
4.92E-04,1269.48,,
1.50E-03,1269.49,,
1.72E-03,1269.5,,
3.66E-04,1269.51,,
-9.40E-04,1269.52,,
-4.14E-04,1269.53,,
4.46E-04,1269.54,,
1.00E-03,1269.55,,
1.87E-04,1269.56,,
4.49E-04,1269.57,,
4.67E-04,1269.58,,
1.40E-04,1269.59,,
-1.06E-03,1269.6,,
-1.38E-03,1269.61,,
-1.10E-03,1269.62,,
2.14E-04,1269.63,,
1.25E-03,1269.64,,
8.92E-04,1269.65,,
-6.36E-04,1269.66,,
-4.27E-04,1269.67,,
1.75E-04,1269.68,,
7.21E-04,1269.69,,
-3.81E-04,1269.7,,
-7.90E-04,1269.71,,
-4.45E-04,1269.72,,
3.58E-05,1269.73,,
1.65E-04,1269.74,,
-1.24E-03,1269.75,,
3.59E-05,1269.76,,
9.07E-04,1269.77,,
-4.78E-05,1269.78,,
-3.57E-04,1269.79,,
3.52E-04,1269.8,,
9.59E-04,1269.81,,
3.25E-04,1269.82,,
4.47E-04,1269.83,,
1.23E-03,1269.84,,
1.12E-03,1269.85,,
7.70E-04,1269.86,,
4.27E-04,1269.87,,
-4.41E-04,1269.88,,
-7.58E-04,1269.89,,
4.54E-04,1269.9,,
-9.88E-04,1269.91,,
-1.03E-03,1269.92,,
2.32E-04,1269.93,,
8.10E-04,1269.94,,
5.73E-04,1269.95,,
-4.26E-04,1269.96,,
2.98E-05,1269.97,,
9.07E-04,1269.98,,
1.44E-03,1269.99,,
4.29E-05,1270,,
4.23E-04,1270.01,,
2.17E-04,1270.02,,
-9.77E-04,1270.03,,
-1.54E-03,1270.04,,
-7.68E-04,1270.05,,
6.87E-04,1270.06,,
1.61E-04,1270.07,,
-5.63E-04,1270.08,,
-6.14E-04,1270.09,,
-5.43E-04,1270.1,,
-3.88E-04,1270.11,,
3.57E-04,1270.12,,
-8.97E-04,1270.13,,
-7.96E-04,1270.14,,
6.90E-04,1270.15,,
2.26E-05,1270.16,,
5.86E-04,1270.17,,
6.51E-04,1270.18,,
-1.63E-04,1270.19,,
2.70E-04,1270.2,,
-1.68E-04,1270.21,,
6.63E-04,1270.22,,
1.11E-03,1270.23,,
-4.41E-04,1270.24,,
-5.79E-04,1270.25,,
4.53E-04,1270.26,,
-2.70E-04,1270.27,,
-1.29E-04,1270.28,,
1.77E-04,1270.29,,
-1.78E-04,1270.3,,
-5.29E-04,1270.31,,
-2.95E-04,1270.32,,
5.48E-04,1270.33,,
-3.61E-04,1270.34,,
-2.67E-04,1270.35,,
1.72E-03,1270.36,,
4.25E-04,1270.37,,
-2.12E-03,1270.38,,
-6.14E-04,1270.39,,
-6.30E-04,1270.4,,
-1.97E-03,1270.41,,
-8.40E-04,1270.42,,
-6.39E-04,1270.43,,
-3.92E-04,1270.44,,
-7.05E-04,1270.45,,
-1.21E-03,1270.46,,
-3.25E-04,1270.47,,
-2.74E-04,1270.48,,
1.74E-03,1270.49,,
1.04E-03,1270.5,,
-8.64E-04,1270.51,,
-1.57E-03,1270.52,,
4.12E-04,1270.53,,
1.38E-03,1270.54,,
1.73E-03,1270.55,,
-7.72E-04,1270.56,,
-9.67E-04,1270.57,,
6.69E-04,1270.58,,
1.89E-04,1270.59,,
8.98E-05,1270.6,,
-8.58E-05,1270.61,,
6.46E-04,1270.62,,
3.54E-04,1270.63,,
-3.06E-04,1270.64,,
-4.76E-04,1270.65,,
6.77E-04,1270.66,,
-4.02E-04,1270.67,,
-1.05E-03,1270.68,,
-9.95E-04,1270.69,,
-1.35E-03,1270.7,,
-9.98E-04,1270.71,,
-1.45E-03,1270.72,,
8.23E-04,1270.73,,
1.96E-03,1270.74,,
3.14E-04,1270.75,,
2.46E-04,1270.76,,
-3.75E-05,1270.77,,
-6.03E-04,1270.78,,
4.24E-04,1270.79,,
4.47E-04,1270.8,,
-1.29E-03,1270.81,,
5.69E-04,1270.82,,
5.58E-04,1270.83,,
1.63E-04,1270.84,,
-7.12E-05,1270.85,,
1.96E-03,1270.86,,
7.86E-04,1270.87,,
1.69E-04,1270.88,,
4.16E-04,1270.89,,
-2.04E-04,1270.9,,
-5.60E-04,1270.91,,
-2.03E-04,1270.92,,
-1.20E-04,1270.93,,
6.93E-04,1270.94,,
1.28E-03,1270.95,,
-3.43E-05,1270.96,,
-6.36E-04,1270.97,,
6.46E-04,1270.98,,
4.57E-04,1270.99,,
-1.52E-05,1271,,
-1.01E-03,1271.01,,
-3.53E-04,1271.02,,
-1.89E-04,1271.03,,
5.56E-04,1271.04,,
8.55E-04,1271.05,,
3.24E-04,1271.06,,
-1.00E-03,1271.07,,
-2.38E-04,1271.08,,
3.84E-04,1271.09,,
-4.38E-04,1271.1,,
-1.28E-04,1271.11,,
6.14E-04,1271.12,,
9.90E-04,1271.13,,
-1.17E-03,1271.14,,
-8.00E-04,1271.15,,
8.26E-04,1271.16,,
7.36E-04,1271.17,,
-1.12E-04,1271.18,,
-9.31E-04,1271.19,,
-4.95E-04,1271.2,,
-6.24E-04,1271.21,,
1.56E-04,1271.22,,
-9.92E-04,1271.23,,
-5.22E-04,1271.24,,
2.60E-04,1271.25,,
5.60E-04,1271.26,,
-5.64E-05,1271.27,,
-5.16E-04,1271.28,,
1.21E-03,1271.29,,
3.26E-04,1271.3,,
-1.23E-03,1271.31,,
-2.03E-04,1271.32,,
1.15E-03,1271.33,,
4.39E-04,1271.34,,
-4.34E-04,1271.35,,
6.77E-04,1271.36,,
4.57E-04,1271.37,,
8.03E-05,1271.38,,
-1.08E-04,1271.39,,
4.83E-04,1271.4,,
-4.91E-05,1271.41,,
1.76E-04,1271.42,,
-2.75E-04,1271.43,,
